Id,Каталог,Наименование,Подробное описание,Цена 1,Вывод,Артикул,Характеристики,Приоритет,Заголовок,Meta description,Meta keywords,Маленькое изображение,Большое изображение,Подтип,Подчиненные товары,Склад,Вес,Единица измерения,Цвет,Услуги,Путь каталога
21997,,Вх. Конус + Вых. Полый шпонка,,"30937,5",1,UG-021-8,,8,,,,,/UserFiles/Image/Catalog/conechniki/КШпонка.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-250
21996,,Вх. Цилиндр + Вых. Полый шпонка,,"30937,5",1,UG-021-7,,7,,,,,/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-250
21995,,Вх. Конус + Вых. Полый шлицы,,41250,1,UG-021-6,,6,,,,,/UserFiles/Image/Catalog/conechniki/КШлиц.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-250
21994,,Вх. Цилиндр + Вых. Полый шлицы,,41250,1,UG-021-5,,5,,,,,/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-250
21993,,Вх. Цилиндр + Вых. Конус,,20625,1,UG-021-4,,4,,,,,/UserFiles/Image/Catalog/conechniki/ЦК.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-250
21992,,Вх. Конус + Вых. Цилиндр,,20625,1,UG-021-3,,3,,,,,/UserFiles/Image/Catalog/conechniki/КЦ.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-250
21991,,Вх. Цилиндр + Вых. Цилиндр,,"30937,5",1,UG-021-2,,2,,,,,/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-250
21990,,Вх. Конус + Вых. Конус,,"10312,5",1,UG-021-1,,1,,,,,/UserFiles/Image/Catalog/conechniki/КК.svg ,0,,124,0,шт.,,0,Скрытые/Услуги/1ЦУ-250
21219,,Редуктор 1ЦУ-250-УХЛ 6.3 33,,245670,1,,,54,Редуктор 1ЦУ-250-УХЛ 6.3 33,Редуктор 1ЦУ-250-УХЛ 6.3 33,"1цу,редуктор,250,редуктор 1ЦУ-250-УХЛ 6.3 33",,,1,6.3,124,0,шт.,33,0,УХЛ/Одноступенчатые УХЛ
21218,,Редуктор 1ЦУ-250-УХЛ 6.3 32,,244940,1,,,53,Редуктор 1ЦУ-250-УХЛ 6.3 32,Редуктор 1ЦУ-250-УХЛ 6.3 32,"1цу,редуктор,250,редуктор 1ЦУ-250-УХЛ 6.3 32",,,1,6.3,124,0,шт.,32,0,УХЛ/Одноступенчатые УХЛ
21217,,Редуктор 1ЦУ-250-УХЛ 6.3 31,,244210,1,,,52,Редуктор 1ЦУ-250-УХЛ 6.3 31,Редуктор 1ЦУ-250-УХЛ 6.3 31,"1цу,редуктор,250,редуктор 1ЦУ-250-УХЛ 6.3 31",,,1,6.3,124,0,шт.,31,0,УХЛ/Одноступенчатые УХЛ
21216,,Редуктор 1ЦУ-250-УХЛ 6.3 23,,243480,1,,,51,Редуктор 1ЦУ-250-УХЛ 6.3 23,Редуктор 1ЦУ-250-УХЛ 6.3 23,"1цу,редуктор,250,редуктор 1ЦУ-250-УХЛ 6.3 23",,,1,6.3,124,0,шт.,23,0,УХЛ/Одноступенчатые УХЛ
21215,,Редуктор 1ЦУ-250-УХЛ 6.3 22,,242750,1,,,50,Редуктор 1ЦУ-250-УХЛ 6.3 22,Редуктор 1ЦУ-250-УХЛ 6.3 22,"1цу,редуктор,250,редуктор 1ЦУ-250-УХЛ 6.3 22",,,1,6.3,124,0,шт.,22,0,УХЛ/Одноступенчатые УХЛ
21214,,Редуктор 1ЦУ-250-УХЛ 6.3 21,,242020,1,,,49,Редуктор 1ЦУ-250-УХЛ 6.3 21,Редуктор 1ЦУ-250-УХЛ 6.3 21,"1цу,редуктор,250,редуктор 1ЦУ-250-УХЛ 6.3 21",,,1,6.3,124,0,шт.,21,0,УХЛ/Одноступенчатые УХЛ
21213,,Редуктор 1ЦУ-250-УХЛ 6.3 13,,241290,1,,,48,Редуктор 1ЦУ-250-УХЛ 6.3 13,Редуктор 1ЦУ-250-УХЛ 6.3 13,"1цу,редуктор,250,редуктор 1ЦУ-250-УХЛ 6.3 13",,,1,6.3,124,0,шт.,13,0,УХЛ/Одноступенчатые УХЛ
