19997;28;"Вх. Конус + Вых. Полый шпонка";;9843.75;1;UG-019-8;;8;;;;"/UserFiles/Image/Catalog/conechniki/КШпонка.svg ";0;124;0;шт.;;0;Скрытые/Услуги/1ЦУ-160;"/UserFiles/Image/Catalog/conechniki/КШпонка.svg ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19996;28;"Вх. Цилиндр + Вых. Полый шпонка";;9843.75;1;UG-019-7;;7;;;;"/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ";0;124;0;шт.;;0;Скрытые/Услуги/1ЦУ-160;"/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19995;28;"Вх. Конус + Вых. Полый шлицы";;13125;1;UG-019-6;;6;;;;"/UserFiles/Image/Catalog/conechniki/КШлиц.svg ";0;124;0;шт.;;0;Скрытые/Услуги/1ЦУ-160;"/UserFiles/Image/Catalog/conechniki/КШлиц.svg ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19994;28;"Вх. Цилиндр + Вых. Полый шлицы";;13125;1;UG-019-5;;5;;;;"/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ";0;124;0;шт.;;0;Скрытые/Услуги/1ЦУ-160;"/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19993;28;"Вх. Цилиндр + Вых. Конус";;6562.5;1;UG-019-4;;4;;;;"/UserFiles/Image/Catalog/conechniki/ЦК.svg ";0;124;0;шт.;;0;Скрытые/Услуги/1ЦУ-160;"/UserFiles/Image/Catalog/conechniki/ЦК.svg ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19992;28;"Вх. Конус + Вых. Цилиндр";;6562.5;1;UG-019-3;;3;;;;"/UserFiles/Image/Catalog/conechniki/КЦ.svg ";0;124;0;шт.;;0;Скрытые/Услуги/1ЦУ-160;"/UserFiles/Image/Catalog/conechniki/КЦ.svg ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19991;28;"Вх. Цилиндр + Вых. Цилиндр";;9843.75;1;UG-019-2;;2;;;;"/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ";0;124;0;шт.;;0;Скрытые/Услуги/1ЦУ-160;"/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19990;28;"Вх. Конус + Вых. Конус";;3281.25;1;UG-019-1;;1;;;;"/UserFiles/Image/Catalog/conechniki/КК.svg ";0;124;0;шт.;;0;Скрытые/Услуги/1ЦУ-160;"/UserFiles/Image/Catalog/conechniki/КК.svg ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19219;29;"Редуктор 1ЦУ-160-УХЛ 6.3 33";;73455;1;;;54;"Редуктор 1ЦУ-160-УХЛ 6.3 33";"Редуктор 1ЦУ-160-УХЛ 6.3 33";"1цу,редуктор,160,редуктор 1ЦУ-160-УХЛ 6.3 33";;;1;6.3;124;0;шт.;33;0;"УХЛ/Одноступенчатые УХЛ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19218;29;"Редуктор 1ЦУ-160-УХЛ 6.3 32";;73310;1;;;53;"Редуктор 1ЦУ-160-УХЛ 6.3 32";"Редуктор 1ЦУ-160-УХЛ 6.3 32";"1цу,редуктор,160,редуктор 1ЦУ-160-УХЛ 6.3 32";;;1;6.3;124;0;шт.;32;0;"УХЛ/Одноступенчатые УХЛ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19217;29;"Редуктор 1ЦУ-160-УХЛ 6.3 31";;73165;1;;;52;"Редуктор 1ЦУ-160-УХЛ 6.3 31";"Редуктор 1ЦУ-160-УХЛ 6.3 31";"1цу,редуктор,160,редуктор 1ЦУ-160-УХЛ 6.3 31";;;1;6.3;124;0;шт.;31;0;"УХЛ/Одноступенчатые УХЛ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19216;29;"Редуктор 1ЦУ-160-УХЛ 6.3 23";;73020;1;;;51;"Редуктор 1ЦУ-160-УХЛ 6.3 23";"Редуктор 1ЦУ-160-УХЛ 6.3 23";"1цу,редуктор,160,редуктор 1ЦУ-160-УХЛ 6.3 23";;;1;6.3;124;0;шт.;23;0;"УХЛ/Одноступенчатые УХЛ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19215;29;"Редуктор 1ЦУ-160-УХЛ 6.3 22";;72875;1;;;50;"Редуктор 1ЦУ-160-УХЛ 6.3 22";"Редуктор 1ЦУ-160-УХЛ 6.3 22";"1цу,редуктор,160,редуктор 1ЦУ-160-УХЛ 6.3 22";;;1;6.3;124;0;шт.;22;0;"УХЛ/Одноступенчатые УХЛ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19214;29;"Редуктор 1ЦУ-160-УХЛ 6.3 21";;72730;1;;;49;"Редуктор 1ЦУ-160-УХЛ 6.3 21";"Редуктор 1ЦУ-160-УХЛ 6.3 21";"1цу,редуктор,160,редуктор 1ЦУ-160-УХЛ 6.3 21";;;1;6.3;124;0;шт.;21;0;"УХЛ/Одноступенчатые УХЛ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19213;29;"Редуктор 1ЦУ-160-УХЛ 6.3 13";;72585;1;;;48;"Редуктор 1ЦУ-160-УХЛ 6.3 13";"Редуктор 1ЦУ-160-УХЛ 6.3 13";"1цу,редуктор,160,редуктор 1ЦУ-160-УХЛ 6.3 13";;;1;6.3;124;0;шт.;13;0;"УХЛ/Одноступенчатые УХЛ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19212;29;"Редуктор 1ЦУ-160-УХЛ 6.3 12";;72440;1;;;47;"Редуктор 1ЦУ-160-УХЛ 6.3 12";"Редуктор 1ЦУ-160-УХЛ 6.3 12";"1цу,редуктор,160,редуктор 1ЦУ-160-УХЛ 6.3 12";;;1;6.3;124;0;шт.;12;0;"УХЛ/Одноступенчатые УХЛ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19211;29;"Редуктор 1ЦУ-160-УХЛ 6.3 11";;72295;1;;;46;"Редуктор 1ЦУ-160-УХЛ 6.3 11";"Редуктор 1ЦУ-160-УХЛ 6.3 11";"1цу,редуктор,160,редуктор 1ЦУ-160-УХЛ 6.3 11";;;1;6.3;124;0;шт.;11;0;"УХЛ/Одноступенчатые УХЛ";1739736952;9b7613681e052a23bb57cddf4d680dfa
19210;29;"Редуктор 1ЦУ-160-УХЛ 5 33";;72150;1;;;45;"Редуктор 1ЦУ-160-УХЛ 5 33";"Редуктор 1ЦУ-160-УХЛ 5 33";"1цу,редуктор,160,редуктор 1ЦУ-160-УХЛ 5 33";;;1;5;124;0;шт.;33;0;"УХЛ/Одноступенчатые УХЛ";1739736952;9b7613681e052a23bb57cddf4d680dfa
