34199;56;"Вх. Конус + Вых. Муфта";;0;1;UG-034-9;;10;;;;"/UserFiles/Image/Catalog/conechniki/КМуфт.svg ";0;124;0;шт.;;0;Скрытые/Услуги/Ч-80;"/UserFiles/Image/Catalog/conechniki/КМуфт.svg ";1740127591;362a8c76462540208eeb8115230589f8
34198;56;"Вх. Цилиндр + Вых. Муфта";;0;1;UG-034-8;;9;;;;"/UserFiles/Image/Catalog/conechniki/ЦМуфт.svg ";0;124;0;шт.;;0;Скрытые/Услуги/Ч-80;"/UserFiles/Image/Catalog/conechniki/ЦМуфт.svg ";1740127591;362a8c76462540208eeb8115230589f8
34197;56;"Вх. Конус + Вых. Полый шпонка";;0;1;UG-034-7;;8;;;;"/UserFiles/Image/Catalog/conechniki/КШпонка.svg ";0;124;0;шт.;;0;Скрытые/Услуги/Ч-80;"/UserFiles/Image/Catalog/conechniki/КШпонка.svg ";1740127591;362a8c76462540208eeb8115230589f8
34196;56;"Вх. Цилиндр + Вых. Полый шпонка";;0;1;UG-034-6;;7;;;;"/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ";0;124;0;шт.;;0;Скрытые/Услуги/Ч-80;"/UserFiles/Image/Catalog/conechniki/ЦШпонка.svg ";1740127591;362a8c76462540208eeb8115230589f8
34195;56;"Вх. Конус + Вых. Полый шлицы";;0;1;UG-034-5;;6;;;;"/UserFiles/Image/Catalog/conechniki/КШлиц.svg ";0;124;0;шт.;;0;Скрытые/Услуги/Ч-80;"/UserFiles/Image/Catalog/conechniki/КШлиц.svg ";1740127591;362a8c76462540208eeb8115230589f8
34194;56;"Вх. Цилиндр + Вых. Полый шлицы";;0;1;UG-034-4;;5;;;;"/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ";0;124;0;шт.;;0;Скрытые/Услуги/Ч-80;"/UserFiles/Image/Catalog/conechniki/ЦШлиц.svg ";1740127591;362a8c76462540208eeb8115230589f8
34193;56;"Вх. Цилиндр + Вых. Конус";;0;1;UG-034-3;;4;;;;"/UserFiles/Image/Catalog/conechniki/ЦК.svg ";0;124;0;шт.;;0;Скрытые/Услуги/Ч-80;"/UserFiles/Image/Catalog/conechniki/ЦК.svg ";1740127591;362a8c76462540208eeb8115230589f8
34192;56;"Вх. Конус + Вых. Цилиндр";;0;1;UG-034-2;;3;;;;"/UserFiles/Image/Catalog/conechniki/КЦ.svg ";0;124;0;шт.;;0;Скрытые/Услуги/Ч-80;"/UserFiles/Image/Catalog/conechniki/КЦ.svg ";1740127591;362a8c76462540208eeb8115230589f8
34191;56;"Вх. Цилиндр + Вых. Цилиндр";;0;1;UG-034-1;;2;;;;"/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ";0;124;0;шт.;;0;Скрытые/Услуги/Ч-80;"/UserFiles/Image/Catalog/conechniki/ЦЦ.svg ";1740127591;362a8c76462540208eeb8115230589f8
34190;56;"Вх. Конус + Вых. Конус";;0;1;UG-034-0;;1;;;;"/UserFiles/Image/Catalog/conechniki/КК.svg ";0;124;0;шт.;;0;Скрытые/Услуги/Ч-80;"/UserFiles/Image/Catalog/conechniki/КК.svg ";1740127591;362a8c76462540208eeb8115230589f8
34135;57;"Редуктор Ч-80-УХЛ";"<p>Представляем вашему вниманию <strong>редуктор Ч-80</strong> — надежное и эффективное решение для разнообразных промышленных задач. Этот редуктор разработан с применением современных технологий, что гарантирует его <strong>долговечность и стабильность</strong> в эксплуатации. Корпус редуктора изготовлен из высококачественных материалов, что обеспечивает дополнительную защиту от коррозии и механических повреждений. Его конструкция оптимизирована для эффективной передачи крутящего момента, что способствует значительной экономии энергии и снижению эксплуатационных затрат. Редуктор Ч-80 прост в установке и обслуживании, что позволяет сократить время простоя оборудования и повысить общую производительность системы. Он подходит для использования в различных отраслях, включая машиностроение, металлообработку, транспорт и другие сферы, где необходима надежная передача мощности. Выбирая <strong>редуктор Ч-80</strong>, вы получаете <strong>передовые технологии и качество</strong>, которые обеспечат бесперебойную работу вашего оборудования на многие годы. Доверяйте проверенным решениям и повышайте производительность ваших систем уже сегодня!</p> ";25500;1;KG-034-4;"a:4:{i:138;a:1:{i:0;s:3:""369"";}i:139;a:1:{i:0;s:3:""370"";}i:140;a:1:{i:0;s:3:""371"";}i:141;a:1:{i:0;s:3:""372"";}}";1;"Редуктор Ч-80 – Надежные и высококачественные редукторы для промышленного оборудования ";"Купите редуктор Ч-80 по выгодной цене. Надежность, долговечность и высокая эффективность для вашего промышленного оборудования. Подходит для различных областей применения. Закажите сейчас! ";"Ч-80, Ч-80, Ч-80, Ч-80, купить Ч-80, Ч-80, Ч-80, Ч-80, промышленные Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80 для оборудования, надежные Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80 цена.";/UserFiles/Image/Catalog/chervyachnie/Ch_40_63_80_krangear.jpg;0;"33136,33137,33138,33139,33140,33141,33142,33143,33144,33145,33146,33147,33148,33149,33150,33151,33152,33153,33154,33155,33156,33157,33158,33159,33160,33161,33162,33163,33164,33165,33166,33167,33168,33169,33170,33171,33172,33173,33174,33175,33176,33177,33178,33179 ";13969;30000;шт.;;34190,34191,34192,34193,34194,34195,34196,34197,34198,34199;"УХЛ/Червячные УХЛ";i138-369ii139-370ii140-371ii141-372i;/UserFiles/Image/Catalog/chervyachnie/Ch_40_63_80_krangear.jpg;1740127592;362a8c76462540208eeb8115230589f8
34090;58;"Редуктор Ч-80-У1";"<p>Представляем вашему вниманию <strong>редуктор Ч-80</strong> — надежное и эффективное решение для разнообразных промышленных задач. Этот редуктор разработан с применением современных технологий, что гарантирует его <strong>долговечность и стабильность</strong> в эксплуатации. Корпус редуктора изготовлен из высококачественных материалов, что обеспечивает дополнительную защиту от коррозии и механических повреждений. Его конструкция оптимизирована для эффективной передачи крутящего момента, что способствует значительной экономии энергии и снижению эксплуатационных затрат. Редуктор Ч-80 прост в установке и обслуживании, что позволяет сократить время простоя оборудования и повысить общую производительность системы. Он подходит для использования в различных отраслях, включая машиностроение, металлообработку, транспорт и другие сферы, где необходима надежная передача мощности. Выбирая <strong>редуктор Ч-80</strong>, вы получаете <strong>передовые технологии и качество</strong>, которые обеспечат бесперебойную работу вашего оборудования на многие годы. Доверяйте проверенным решениям и повышайте производительность ваших систем уже сегодня!</p> ";25500;1;KG-034-3;"a:4:{i:143;a:1:{i:0;s:3:""373"";}i:144;a:1:{i:0;s:3:""374"";}i:145;a:1:{i:0;s:3:""375"";}i:146;a:1:{i:0;s:3:""376"";}}";1;"Редуктор Ч-80 – Надежные и высококачественные редукторы для промышленного оборудования ";"Купите редуктор Ч-80 по выгодной цене. Надежность, долговечность и высокая эффективность для вашего промышленного оборудования. Подходит для различных областей применения. Закажите сейчас! ";"Ч-80, Ч-80, Ч-80, Ч-80, купить Ч-80, Ч-80, Ч-80, Ч-80, промышленные Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80 для оборудования, надежные Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80 цена.";/UserFiles/Image/Catalog/chervyachnie/Ch_40_63_80_krangear.jpg;0;"33092,33093,33094,33095,33096,33097,33098,33099,33100,33101,33102,33103,33104,33105,33106,33107,33108,33109,33110,33111,33112,33113,33114,33115,33116,33117,33118,33119,33120,33121,33122,33123,33124,33125,33126,33127,33128,33129,33130,33131,33132,33133,33134,33135 ";13969;30000;шт.;;34190,34191,34192,34193,34194,34195,34196,34197,34198,34199;"У1/Червячные У1";i143-373ii144-374ii145-375ii146-376i;/UserFiles/Image/Catalog/chervyachnie/Ch_40_63_80_krangear.jpg;1740127592;362a8c76462540208eeb8115230589f8
34045;59;"Редуктор Ч-80-У2";"<p>Представляем вашему вниманию <strong>редуктор Ч-80</strong> — надежное и эффективное решение для разнообразных промышленных задач. Этот редуктор разработан с применением современных технологий, что гарантирует его <strong>долговечность и стабильность</strong> в эксплуатации. Корпус редуктора изготовлен из высококачественных материалов, что обеспечивает дополнительную защиту от коррозии и механических повреждений. Его конструкция оптимизирована для эффективной передачи крутящего момента, что способствует значительной экономии энергии и снижению эксплуатационных затрат. Редуктор Ч-80 прост в установке и обслуживании, что позволяет сократить время простоя оборудования и повысить общую производительность системы. Он подходит для использования в различных отраслях, включая машиностроение, металлообработку, транспорт и другие сферы, где необходима надежная передача мощности. Выбирая <strong>редуктор Ч-80</strong>, вы получаете <strong>передовые технологии и качество</strong>, которые обеспечат бесперебойную работу вашего оборудования на многие годы. Доверяйте проверенным решениям и повышайте производительность ваших систем уже сегодня!</p> ";25500;1;KG-034-2;"a:4:{i:148;a:1:{i:0;s:3:""377"";}i:149;a:1:{i:0;s:3:""378"";}i:150;a:1:{i:0;s:3:""379"";}i:151;a:1:{i:0;s:3:""380"";}}";1;"Редуктор Ч-80 – Надежные и высококачественные редукторы для промышленного оборудования ";"Купите редуктор Ч-80 по выгодной цене. Надежность, долговечность и высокая эффективность для вашего промышленного оборудования. Подходит для различных областей применения. Закажите сейчас! ";"Ч-80, Ч-80, Ч-80, Ч-80, купить Ч-80, Ч-80, Ч-80, Ч-80, промышленные Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80 для оборудования, надежные Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80, Ч-80 цена.";/UserFiles/Image/Catalog/chervyachnie/Ch_40_63_80_krangear.jpg;0;"33046,33047,33048,33049,33050,33051,33052,33053,33054,33055,33056,33057,33058,33059,33060,33061,33062,33063,33064,33065,33066,33067,33068,33069,33070,33071,33072,33073,33074,33075,33076,33077,33078,33079,33080,33081,33082,33083,33084,33085,33086,33087,33088,33089 ";13969;30000;шт.;;34190,34191,34192,34193,34194,34195,34196,34197,34198,34199;"У2/Червячные У2";i148-377ii149-378ii150-379ii151-380i;/UserFiles/Image/Catalog/chervyachnie/Ch_40_63_80_krangear.jpg;1740127593;362a8c76462540208eeb8115230589f8
